original_varname,acc_varname,groupid
Type 13,Type 13,NOPO
Type 13,Type 13,FUNG
t. 13,Type 13,FUNG
Type 140 Valsaria variospora,Type 140 Valsaria variospora,FUNG
Type 143,Type 143,FUNG
Type 150,Type 150,UNPP
Type 165,Type 165,BRYO
Type 16C,Type 16C,FUNG
Type 172,Type 172,FUNG
Type 173,Type 173A,FUNG
Type 179,Type 179,INVE
Type 18,Type 18,FUNG
Type 180,Type 180,NOPO
Type 181,Type 181,UNPP
Type 2,Type 2,FUNG
Type 200,Type 200,FUNG
Type 201,Type 201,FUNG
Type 207,Type 207,FUNG
Type 219,Type 219,NOPO
Type 225,Type 225,ALGA
Type 225,Type 225/229,ALGA
Type 227,Type 227,NOPO
Type 27,Type 27,FUNG
Typer 27,Type 27,FUNG
Type 28,Type 28,INVE
Type 30,Type 30,FUNG
Type 305,Type 305,FUNG
Type 32A,Type 32A,RHIZ
Type 33,Type 33,UNPP
Briophyte 340-type,Type 340,BRYO
Type 351,Type 351,FUNG
Type 353A/B,Type 353A/B,PLAT
Type 360,Type 360,FUNG
Type 366,Type 366,UNPP
Type 368,Type 368,FUNG
Type 37,Type 37,ROTI
Type 3B,Type 3B,FUNG
Type 4,Type 4,FUNG
Type 44,Type 44,FUNG
Type 503,Type 503,INUN
Type 52,Type 52,UNPP
Type 55,Type 55,FUNG
Type 55A,Type 55A,FUNG
Type 55A2,Type 55A2,FUNG
Type 572,Type 572,FUNG
Type 6,Type 6,FUNG
Type 600,Type 600,ALGA
Type 65,Type 65,FUNG
Type 72,Type 72,MICR
Type 729,Type 729,FUNG
t. 731,Type 731,UNPP
t. 74,Type 74,UNPP
Type 7A,Type 7A,FUNG
Type 8,Type 8,FUNG
Type 8 undiff.,Type 8 undiff.,INUN
Type 81,Type 81,NOPO
Type 88,Type 88,INVE
Type 8B,Type 8B,FUNG
Type 8E,Type 8E,FUNG
Type 8b,Type 8b,FUNG
Type 90,Type 90,FUNG
Type 901,Type 901,ALGA
Type 902,Type 902,INVE
Type 92,Type 92,FUNG
Type 99,Type 99,FUNG
Type E,Type E,INUN
Type HdV-18,Type HdV-18,FUNG
HdV 8,Type HdV-8,FUNG
Typha angustifolia,Typha angustifolia,HELO
Typha latifolia,Typha angustifolia,HELO
TYPHA,Typha latifolia,AQUA
TYPHA LATIFOLIA,Typha latifolia,AQUA
Typha latifolia,Typha latifolia,AQUA
T. latifolia-t.,Typha latifolia-type,AQUA
TYPHA latif.,Typha latifolia-type,AQUA
Typha (tetrad),Typha latifolia-type,AQUA
Typha latifolia T,Typha latifolia-type,AQUA
Typha latifolia t.,Typha latifolia-type,AQUA
Typha latifolia type,Typha latifolia-type,AQUA
Typha latifolia-type,Typha latifolia-type,AQUA
Typha minima,Typha minima,HELO
Typha minima,Typha minima,AQUA
Sparganiaceae/Typhaceae,Typha/Sparganium,AQUA
Thypha/Sparganium,Typha/Sparganium,AQUA
Typha,Typha/Sparganium,AQUA
Typha sp.,Typha/Sparganium,AQUA
Typha-type,Typha/Sparganium,AQUA
Typha/Sparagnum,Typha/Sparganium,AQUA
Typha/Sparganium,Typha/Sparganium,AQUA
Typha/Sparganium type,Typha/Sparganium,AQUA
Typha/Sparganium-type,Typha/Sparganium,AQUA
Typhaceae,Typha/Sparganium,AQUA
Ullotrix/Microspora-type,Ullotrix/Microspora-type,ALGA
ULMUS,Ulmus/Zelkova,TRSH
Ulmaceae,Ulmus/Zelkova,TRSH
Ulmaceae..other.,Ulmus/Zelkova,TRSH
Ulmus,Ulmus/Zelkova,TRSH
Ulmus / Zelkova,Ulmus/Zelkova,TRSH
Ulmus glabra,Ulmus/Zelkova,TRSH
Ulmus glabra type,Ulmus/Zelkova,TRSH
Ulmus glabra-type,Ulmus/Zelkova,TRSH
Ulmus laevis,Ulmus/Zelkova,TRSH
Ulmus minor,Ulmus/Zelkova,TRSH
Ulmus+Zelkova,Ulmus/Zelkova,TRSH
Ulmus-Zelkova,Ulmus/Zelkova,TRSH
Ulmus/Zelkova,Ulmus/Zelkova,TRSH
Zelkova,Ulmus/Zelkova,TRSH
Zelkova-type,Ulmus/Zelkova,TRSH
Zelkova/Ulmus,Ulmus/Zelkova,TRSH
Crassula,Umbilicus-type,HERB
Umbilicus,Umbilicus-type,HERB
Umbilicus rupestris-type,Umbilicus-type,HERB
URTICA,Urtica,HERB
Urtica,Urtica,HERB
Urtica cf. U. dioica,Urtica,HERB
Urtica cf. U. membranacea,Urtica,HERB
Urtica cf. pilulifera,Urtica,HERB
Urtica sp (triporate type),Urtica,HERB
Urtica undiff.,Urtica,HERB
Urtica-type,Urtica,HERB
Urtica dioica,Urtica dioica,HERB
Urtica dioica clumps,Urtica dioica,HERB
Urtica dioica clumps of two,Urtica dioica,HERB
Urtica dioica t.,Urtica dioica-type,HERB
Urtica dioica type,Urtica dioica-type,HERB
Urtica dioica-type,Urtica dioica-type,HERB
Urtica dubia,Urtica dubia-type,HERB
Urtica membranacea,Urtica membranacea-type,HERB
Urtica membranacea-type,Urtica membranacea-type,HERB
Uritca pilulifera,Urtica pilulifera,HERB
Urtica pilulifera,Urtica pilulifera,HERB
Urtica pilulifera-type,Urtica pilulifera,HERB
Urtica urens,Urtica urens,HERB
URTICACEAE,Urticaceae,HERB
URTICACEAE undiff.,Urticaceae,HERB
Urtica cf. U. pilulifera,Urticaceae,HERB
Urtica/Parietaria,Urticaceae,HERB
Urticac.-Moraceae,Urticaceae,HERB
Urticaceae,Urticaceae,HERB
Urticaceae undiff.,Urticaceae,HERB
Urticaceae..non.Urtica.,Urticaceae,HERB
Moraceae-Urticaceae,Urticaceae/Moraceae,HERB
Urtic.-Morac.,Urticaceae/Moraceae,HERB
Urtic.-Moraceae,Urticaceae/Moraceae,HERB
Urtica+Morus,Urticaceae/Moraceae,HERB
Urticaceae/Moraceae,Urticaceae/Moraceae,INUN
Urticaceae/Moraceae,Urticaceae/Moraceae,HERB
Urticales,Urticaceae/Moraceae,HERB
Ustulina,Ustulina,FUNG
Type 44: Ustulina deusta,Ustulina deusta,FUNG
Ustulina deusta,Ustulina deusta,FUNG
Utricularia,Utricularia,AQUA
Utricularia vulgaris,Utricularia,AQUA
Utricularia-type,Utricularia,HERB
Ericaceae vaccinium-type,Vaccinium,TRSH
Oxycoccus quadripetalus,Vaccinium,TRSH
Oxycoccus+Vaccinium,Vaccinium,TRSH
VACCINIUM,Vaccinium,TRSH
Vaccinium,Vaccinium,TRSH
Vaccinium,Vaccinium,DWAR
Vaccinium myrtillus,Vaccinium,TRSH
Vaccinium myrtillus,Vaccinium,DWAR
Vaccinium myrtillus-type,Vaccinium,DWAR
Vaccinium oxycoccos,Vaccinium,DWAR
Vaccinium undiff.,Vaccinium,DWAR
Vaccinium vitis-idaea,Vaccinium,TRSH
Vaccinium-type,Vaccinium,TRSH
Vaccinium-uliginosum,Vaccinium,TRSH
Oxycoccus,Vaccinium-type,TRSH
Rhododendron+Vaccinium,Vaccinium-type,TRSH
Vaccinium T,Vaccinium-type,TRSH
Vaccinium typ,Vaccinium-type,TRSH
Vaccinium type,Vaccinium-type,TRSH
Vaccinium-Typ,Vaccinium-type,TRSH
Vaccinium-type,Vaccinium-type,DWAR
Vaccinium-type,Vaccinium-type,TRSH
Vaccinium/Oxycoccus,Vaccinium-type,DWAR
Vaccinium/Rhododendron,Vaccinium-type,DWAR
Valeriana,Valeriana,HERB
Valeriana cf. capitata,Valeriana,HERB
Valeriana capitata L.,Valeriana capitata,UPHE
Valeriana dioica-type,Valeriana dioica,HERB
Valeriana montana-type,Valeriana montana-type,HERB
Valeriana tripteris-type,Valeriana montana-type,HERB
Valeriana officinalis,Valeriana officinalis-type,HERB
Valeriana officinalis T,Valeriana officinalis-type,HERB
Valeriana officinalis t.,Valeriana officinalis-type,HERB
Valeriana officinalis-type,Valeriana officinalis-type,HERB
